Country,Source,Year,Stillbirths,Singletons,Twin_deliveries,Twin_children,Triplet_deliveries,Triplet_children,Quadruplet_plus_deliveries,Quadruplet_plus_children,Multiple_deliveries,Multiple_children,Total_deliveries,Total_children,Twinning_rate,Multiple_rate,Footnotes,Flag
New Zealand,Stats NZ,1949,1,NA,584,NA,4,NA,NA,NA,588,NA,44193,44784,NA,13.3333333333333,1; 2,
New Zealand,Stats NZ,1950,0,NA,540,NA,5,NA,1,4,NA,NA,43756,44309,NA,12.5,1,
New Zealand,Stats NZ,1950,1,NA,598,NA,6,NA,1,4,605,NA,44561,45174,NA,13.5135135135135,1,
New Zealand,Stats NZ,1951,0,NA,509,NA,8,NA,NA,NA,NA,NA,44125,44651,NA,11.7647058823529,1; 2,
New Zealand,Stats NZ,1951,1,NA,559,NA,9,NA,NA,NA,568,NA,44878,45455,NA,12.6582278481013,1,
New Zealand,Stats NZ,1952,0,NA,569,NA,3,NA,NA,NA,NA,NA,45893,46469,NA,12.5,1; 2,
New Zealand,Stats NZ,1952,1,NA,624,NA,4,NA,NA,NA,628,NA,46683,47315,NA,13.6986301369863,1,
New Zealand,Stats NZ,1953,0,NA,562,NA,4,NA,1,4,NA,NA,45840,46414,NA,12.3456790123457,1; 2,
New Zealand,Stats NZ,1953,1,NA,613,NA,5,NA,1,4,619,NA,46675,47301,NA,13.3333333333333,1,
New Zealand,Stats NZ,1954,0,NA,600,NA,5,NA,NA,NA,NA,NA,47818,48431,NA,12.6582278481013,1; 2,
New Zealand,Stats NZ,1954,1,NA,646,NA,9,NA,NA,NA,655,NA,48639,49303,NA,13.6986301369863,1,
New Zealand,Stats NZ,1955,0,NA,605,NA,5,NA,NA,NA,NA,NA,49254,49869,NA,12.3456790123457,1,
New Zealand,Stats NZ,1955,1,NA,658,NA,6,NA,NA,NA,664,NA,49995,50665,NA,13.5135135135135,1,
New Zealand,Stats NZ,1956,0,NA,619,NA,4,NA,NA,NA,NA,NA,49803,50430,NA,12.5,1,
New Zealand,Stats NZ,1956,1,NA,685,NA,4,NA,NA,NA,689,NA,50595,51288,NA,13.6986301369863,1,
New Zealand,Stats NZ,1957,0,NA,555,NA,6,NA,NA,NA,NA,NA,51285,51852,NA,10.989010989011,1,
New Zealand,Stats NZ,1957,1,NA,615,NA,6,NA,NA,NA,621,NA,52059,52686,NA,11.9047619047619,1,
New Zealand,Stats NZ,1958,0,NA,620,NA,8,NA,NA,NA,NA,NA,53138,53774,NA,11.7647058823529,1,
New Zealand,Stats NZ,1958,1,NA,651,NA,8,NA,NA,NA,659,NA,53926,54593,NA,12.3456790123457,1,
New Zealand,Stats NZ,1959,0,NA,706,NA,6,NA,NA,NA,NA,NA,54019,54739,NA,13.1578947368421,1; 2,
New Zealand,Stats NZ,1959,1,NA,755,NA,9,NA,NA,NA,764,NA,54771,55544,NA,13.6986301369863,1,
New Zealand,Stats NZ,1960,0,NA,624,NA,6,NA,NA,NA,NA,NA,54799,55435,NA,11.4942528735632,1,
New Zealand,Stats NZ,1960,1,NA,679,NA,6,NA,NA,NA,685,NA,55550,56241,NA,12.3456790123457,1,
New Zealand,Stats NZ,1961,0,NA,657,NA,3,NA,1,4,NA,NA,57039,57706,NA,11.4942528735632,1; 2,
New Zealand,Stats NZ,1961,1,NA,694,NA,4,NA,1,4,699,NA,57803,58508,NA,12.1951219512195,1,
New Zealand,Stats NZ,1962,0,NA,663,NA,6,NA,NA,NA,NA,NA,64453,65127,NA,10.5263157894737,2,
New Zealand,Stats NZ,1962,1,NA,704,NA,6,NA,NA,NA,710,NA,64589,65970,NA,10.989010989011,2,
New Zealand,Stats NZ,1963,0,NA,681,NA,5,NA,NA,NA,NA,NA,63984,64675,NA,10.6382978723404,NA,
New Zealand,Stats NZ,1963,1,NA,725,NA,6,NA,NA,NA,731,NA,64797,65499,NA,11.4942528735632,2,
New Zealand,Stats NZ,1964,0,NA,684,NA,5,NA,NA,NA,NA,NA,61765,62459,NA,11.4942528735632,NA,
New Zealand,Stats NZ,1964,1,NA,721,NA,5,NA,NA,NA,726,NA,62542,63273,NA,11.6279069767442,NA,
New Zealand,Stats NZ,1965,0,NA,600,NA,7,NA,1,5,608,NA,59560,60178,NA,10.6382978723404,NA,
New Zealand,Stats NZ,1965,1,NA,633,NA,7,NA,1,5,641,NA,NA,60896,NA,10.6,NA,
New Zealand,Stats NZ,1966,0,NA,589,NA,4,NA,1,4,594,NA,59588,60188,NA,10.4166666666667,NA,
New Zealand,Stats NZ,1966,1,NA,619,NA,4,NA,1,4,624,NA,NA,60876,NA,10.4,NA,
New Zealand,Stats NZ,1967,0,NA,590,NA,5,NA,1,4,596,NA,60565,61169,NA,10.2040816326531,2,
New Zealand,Stats NZ,1967,1,NA,615,NA,6,NA,1,4,622,NA,NA,61904,NA,10.3,NA,
New Zealand,Stats NZ,1968,0,NA,666,NA,7,NA,NA,NA,673,NA,61603,62284,NA,11.2359550561798,2,
New Zealand,Stats NZ,1968,1,NA,690,NA,8,NA,NA,NA,698,NA,NA,63036,NA,11.3,NA,
New Zealand,Stats NZ,1969,0,NA,627,NA,8,NA,NA,NA,635,NA,61921,62564,NA,10.4166666666667,NA,
New Zealand,Stats NZ,1969,1,NA,646,NA,8,NA,NA,NA,654,NA,NA,63189,NA,10.6,NA,
New Zealand,Stats NZ,1970,0,NA,647,NA,6,NA,NA,NA,653,NA,61548,62207,NA,10.989010989011,NA,
New Zealand,Stats NZ,1970,1,NA,673,NA,6,NA,NA,NA,679,NA,NA,62878,NA,11,NA,
New Zealand,Stats NZ,1971,1,63735,678,NA,9,NA,NA,NA,NA,NA,64422,65118,NA,NA,3,
New Zealand,Stats NZ,1972,1,62586,618,NA,12,NA,NA,NA,NA,NA,63216,63858,NA,NA,3,
New Zealand,Stats NZ,1973,1,60093,591,NA,3,NA,NA,NA,NA,NA,60687,61287,NA,NA,3,
New Zealand,Stats NZ,1974,1,58692,570,NA,6,NA,NA,NA,NA,NA,59268,59847,NA,NA,3,
New Zealand,Stats NZ,1975,1,55902,597,NA,3,NA,NA,NA,NA,NA,56505,57111,NA,NA,3,
New Zealand,Stats NZ,1976,1,54447,534,NA,3,NA,NA,NA,NA,NA,54984,55527,NA,NA,3,
New Zealand,Stats NZ,1977,1,53487,543,NA,9,NA,NA,NA,NA,NA,54036,54591,NA,NA,3,
New Zealand,Stats NZ,1978,1,50310,528,NA,9,NA,NA,NA,NA,NA,50847,51393,NA,NA,3,
New Zealand,Stats NZ,1979,1,51576,516,NA,6,NA,NA,NA,NA,NA,52095,52626,NA,NA,3,
New Zealand,Stats NZ,1980,1,49848,510,NA,9,NA,NA,NA,NA,NA,50364,50892,NA,NA,3,
New Zealand,Stats NZ,1981,1,50052,522,NA,9,NA,NA,NA,NA,NA,50586,51126,NA,NA,3,
New Zealand,Stats NZ,1982,1,49203,501,NA,9,NA,NA,NA,NA,NA,49713,50235,NA,NA,3,
New Zealand,Stats NZ,1983,1,49653,531,NA,9,NA,NA,NA,NA,NA,50193,50742,NA,NA,3,
New Zealand,Stats NZ,1984,1,50694,582,NA,15,NA,NA,NA,NA,NA,51288,51897,NA,NA,3,
New Zealand,Stats NZ,1985,1,50916,546,NA,12,NA,NA,NA,NA,NA,51477,52050,NA,NA,3,
New Zealand,Stats NZ,1986,1,51933,552,NA,9,NA,NA,NA,NA,NA,52494,53073,NA,NA,3,
New Zealand,Stats NZ,1987,1,54216,642,NA,3,NA,NA,NA,NA,NA,54867,55518,NA,NA,3,
New Zealand,Stats NZ,1988,1,56541,630,NA,9,NA,NA,NA,NA,NA,57180,57822,NA,NA,3,
New Zealand,Stats NZ,1989,1,57003,663,NA,12,NA,NA,NA,NA,NA,57675,58359,NA,NA,3,
New Zealand,Stats NZ,1990,1,58950,705,NA,15,NA,NA,NA,NA,NA,59670,60399,NA,NA,3,
New Zealand,Stats NZ,1991,1,58707,714,NA,12,NA,NA,NA,NA,NA,59439,60186,NA,NA,3; 4,
New Zealand,Stats NZ,1992,1,57954,714,NA,6,NA,NA,NA,NA,NA,58677,59403,NA,NA,3; 4,
New Zealand,Stats NZ,1993,1,57480,717,NA,12,NA,NA,NA,NA,NA,58215,58962,NA,NA,3; 4,
New Zealand,Stats NZ,1994,1,55974,744,NA,15,NA,NA,NA,NA,NA,56730,57507,NA,NA,3; 4,
New Zealand,Stats NZ,1995,1,56442,708,NA,18,NA,NA,NA,NA,NA,57171,57918,NA,NA,3; 4; 5,
New Zealand,Stats NZ,1996,1,56130,735,NA,18,NA,NA,NA,NA,NA,56886,57663,NA,NA,3; 4; 5,
New Zealand,Stats NZ,1997,1,56283,804,NA,24,NA,NA,NA,NA,NA,57114,57966,NA,NA,3; 4; 5,
New Zealand,Stats NZ,1998,1,53955,834,NA,12,NA,NA,NA,NA,NA,54807,55674,NA,NA,3; 4; 5,
New Zealand,Stats NZ,1999,1,55698,843,NA,18,NA,NA,NA,NA,NA,56556,57432,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2000,1,55119,882,NA,27,NA,NA,NA,NA,NA,56022,56952,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2001,1,54333,879,NA,12,NA,NA,NA,NA,NA,55221,56124,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2002,1,52536,900,NA,12,NA,NA,NA,NA,NA,53451,54375,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2003,1,54606,906,NA,18,NA,NA,NA,NA,NA,55533,56481,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2004,1,56634,945,NA,12,NA,NA,NA,NA,NA,57591,58557,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2005,1,56295,882,NA,12,NA,NA,NA,NA,NA,57198,58104,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2006,1,57801,864,NA,12,NA,NA,NA,NA,NA,58674,59562,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2007,1,62493,987,NA,12,NA,NA,NA,NA,NA,63492,64503,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2008,1,62931,939,NA,12,NA,NA,NA,NA,NA,63885,64851,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2009,1,61131,867,NA,21,NA,NA,NA,NA,NA,62022,62928,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2010,1,62433,915,NA,18,NA,NA,NA,NA,NA,63366,64314,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2011,1,60027,879,NA,12,NA,NA,NA,NA,NA,60918,61824,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2012,1,59838,837,NA,18,NA,NA,NA,NA,NA,60693,61569,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2013,1,57327,843,NA,12,NA,NA,NA,NA,NA,58185,59052,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2014,1,55959,810,NA,12,NA,NA,NA,NA,NA,56778,57606,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2015,1,59631,828,NA,15,NA,NA,NA,NA,NA,60474,61326,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2016,1,58110,810,NA,6,NA,NA,NA,NA,NA,58926,59745,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2017,1,58383,753,NA,6,NA,NA,NA,NA,NA,59148,59913,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2018,1,56892,711,NA,3,NA,NA,NA,NA,NA,57609,58329,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2019,1,58398,762,NA,21,NA,NA,NA,NA,NA,59178,59979,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2020,1,56418,738,NA,9,NA,NA,NA,NA,NA,57165,57918,NA,NA,3; 4; 5,
New Zealand,Stats NZ,2021,1,57438,765,NA,12,NA,NA,NA,NA,NA,58215,59001,NA,NA,3; 4; 5,
